name,year,win_mean,win_std,type
Belgium Jupiler League,2008,0.49019607843137253,0.5015455987406321,home
Belgium Jupiler League,2009,0.468013468013468,0.49981796668187095,home
Belgium Jupiler League,2010,0.4868421052631579,0.5009265701716353,home
Belgium Jupiler League,2011,0.46956521739130436,0.5001613561551916,home
Belgium Jupiler League,2012,0.4659090909090909,0.49978391459295934,home
Belgium Jupiler League,2013,0.421875,0.49776285231308404,home
Belgium Jupiler League,2014,0.44692737430167595,0.498569921481419,home
Belgium Jupiler League,2015,0.4605809128630705,0.49948105850055,home
Belgium Jupiler League,2016,0.5,0.5035088149780135,home
England Premier League,2008,0.41919191919191917,0.4946776148922506,home
England Premier League,2009,0.5026455026455027,0.5006556828051372,home
England Premier League,2010,0.47058823529411764,0.4998028313342633,home
England Premier League,2011,0.4562334217506631,0.49874270500420287,home
England Premier League,2012,0.4629156010230179,0.4992617016202045,home
England Premier League,2013,0.44623655913978494,0.4977705854595825,home
England Premier League,2014,0.4605263157894737,0.4990965313349836,home
England Premier League,2015,0.42894736842105263,0.4955782820445396,home
England Premier League,2016,0.4421052631578947,0.4979490098135239,home
France Ligue 1,2008,0.43157894736842106,0.4966050154331744,home
France Ligue 1,2009,0.46419098143236076,0.4993788115966083,home
France Ligue 1,2010,0.4251968503937008,0.4950228868611733,home
France Ligue 1,2011,0.4424083769633508,0.4973235038043186,home
France Ligue 1,2012,0.46842105263157896,0.4996596536408173,home
France Ligue 1,2013,0.44854881266490765,0.4980031603748068,home
France Ligue 1,2014,0.45789473684210524,0.49888084720539644,home
France Ligue 1,2015,0.42782152230971127,0.4954134155151766,home
France Ligue 1,2016,0.45263157894736844,0.49906624031786295,home
Germany 1. Bundesliga,2008,0.49019607843137253,0.501545598740632,home
Germany 1. Bundesliga,2009,0.42483660130718953,0.4951278749551386,home
Germany 1. Bundesliga,2010,0.45098039215686275,0.4984063319676222,home
Germany 1. Bundesliga,2011,0.46078431372549017,0.49927623605002636,home
Germany 1. Bundesliga,2012,0.4444444444444444,0.49771792510320023,home
Germany 1. Bundesliga,2013,0.4360655737704918,0.4967104906033392,home
Germany 1. Bundesliga,2014,0.4723127035830619,0.5000478996025429,home
Germany 1. Bundesliga,2015,0.45751633986928103,0.4990079089300651,home
Germany 1. Bundesliga,2016,0.45098039215686275,0.49922540619638994,home
Italy Serie A,2008,0.5739644970414202,0.49596853170974753,home
Italy Serie A,2009,0.47480106100795755,0.5000282175005162,home
Italy Serie A,2010,0.48556430446194226,0.5004487556566256,home
Italy Serie A,2011,0.450402144772118,0.49820225110505095,home
Italy Serie A,2012,0.47619047619047616,0.50009472388074,home
Italy Serie A,2013,0.46216216216216216,0.4992413493007977,home
Italy Serie A,2014,0.43243243243243246,0.49608442657967006,home
Italy Serie A,2015,0.4484536082474227,0.4979780101745837,home
Italy Serie A,2016,0.44075829383886256,0.49765870248301214,home
Netherlands Eredivisie,2008,0.5359477124183006,0.5003438789952587,home
Netherlands Eredivisie,2009,0.45161290322580644,0.498457794899178,home
Netherlands Eredivisie,2010,0.5221518987341772,0.5003012955982981,home
Netherlands Eredivisie,2011,0.5068493150684932,0.5008113738712828,home
Netherlands Eredivisie,2012,0.45396825396825397,0.49866873628002795,home
Netherlands Eredivisie,2013,0.5,0.5008190013679068,home
Netherlands Eredivisie,2014,0.4377104377104377,0.49694214648336793,home
Netherlands Eredivisie,2015,0.4738562091503268,0.5001339154214225,home
Netherlands Eredivisie,2016,0.42483660130718953,0.49594156141196855,home
Poland Ekstraklasa,2008,0.5220588235294118,0.5013598066991614,home
Poland Ekstraklasa,2009,0.4583333333333333,0.4993021629537217,home
Poland Ekstraklasa,2010,0.5,0.5011198222313539,home
Poland Ekstraklasa,2011,0.4765625,0.500428737752567,home
Poland Ekstraklasa,2012,0.40625,0.4922322631612652,home
Poland Ekstraklasa,2013,0.4444444444444444,0.49776892863103844,home
Poland Ekstraklasa,2014,0.45982142857142855,0.49949926880702955,home
Poland Ekstraklasa,2015,0.41015625,0.49282536281658046,home
Poland Ekstraklasa,2016,0.3888888888888889,0.49091910224111973,home
Portugal Liga ZON Sagres,2008,0.4375,0.49868247465327653,home
Portugal Liga ZON Sagres,2009,0.44140625,0.49752758816008597,home
Portugal Liga ZON Sagres,2010,0.4583333333333333,0.49930216295372193,home
Portugal Liga ZON Sagres,2011,0.4267241379310345,0.49567091418845,home
Portugal Liga ZON Sagres,2012,0.4199134199134199,0.49461622482749296,home
Portugal Liga ZON Sagres,2013,0.4396887159533074,0.497317708033542,home
Portugal Liga ZON Sagres,2014,0.484251968503937,0.5007386160037736,home
Portugal Liga ZON Sagres,2015,0.45098039215686275,0.49840633196762213,home
Portugal Liga ZON Sagres,2016,0.40555555555555556,0.4923688291671639,home
Scotland Premier League,2008,0.4661016949152542,0.5009768814262774,home
Scotland Premier League,2009,0.3915094339622642,0.4892431381754994,home
Scotland Premier League,2010,0.3826086956521739,0.4870839834268369,home
Scotland Premier League,2011,0.4331983805668016,0.4965235782288733,home
Scotland Premier League,2012,0.3684210526315789,0.4834377244148759,home
Scotland Premier League,2013,0.4398148148148148,0.49751752378903663,home
Scotland Premier League,2014,0.4533333333333333,0.49892742100286636,home
Scotland Premier League,2015,0.425,0.4953761091733724,home
Scotland Premier League,2016,0.4074074074074074,0.4936425176904035,home
Spain LIGA BBVA,2008,0.48125,0.501217072194393,home
Spain LIGA BBVA,2009,0.4837837837837838,0.5004136573502055,home
Spain LIGA BBVA,2010,0.5256410256410257,0.4999835209201873,home
Spain LIGA BBVA,2011,0.5078947368421053,0.5005967831360988,home
Spain LIGA BBVA,2012,0.4948717948717949,0.50061592806127,home
Spain LIGA BBVA,2013,0.4763157894736842,0.5000971992733122,home
Spain LIGA BBVA,2014,0.45528455284552843,0.4986726814917495,home
Spain LIGA BBVA,2015,0.47435897435897434,0.4999835209201873,home
Spain LIGA BBVA,2016,0.4928909952606635,0.501138401626931,home
Switzerland Super League,2008,0.45977011494252873,0.5012681058876768,home
Switzerland Super League,2009,0.5081967213114754,0.5013043695981535,home
Switzerland Super League,2010,0.45,0.49888143036622007,home
Switzerland Super League,2011,0.46111111111111114,0.49987583809095887,home
Switzerland Super League,2012,0.4382716049382716,0.4977135051673599,home
Switzerland Super League,2013,0.46368715083798884,0.5000784572177625,home
Switzerland Super League,2014,0.4530386740331492,0.499170582785316,home
Switzerland Super League,2015,0.43333333333333335,0.49691787480596433,home
Switzerland Super League,2016,0.43333333333333335,0.4983117565757133,home
Belgium Jupiler League,2008,0.2549019607843137,0.43723731609760313,away
Belgium Jupiler League,2009,0.31986531986531985,0.46721137431195775,away
Belgium Jupiler League,2010,0.2675438596491228,0.44365236500591965,away
Belgium Jupiler League,2011,0.23478260869565218,0.4247873299414125,away
Belgium Jupiler League,2012,0.29545454545454547,0.45711338233950355,away
Belgium Jupiler League,2013,0.34375,0.47871355387816894,away
Belgium Jupiler League,2014,0.3016759776536313,0.4602728624444753,away
Belgium Jupiler League,2015,0.2987551867219917,0.4586648493000118,away
Belgium Jupiler League,2016,0.25,0.4360514248003583,away
England Premier League,2008,0.3282828282828283,0.4707786840419875,away
England Premier League,2009,0.24867724867724866,0.432819203819022,away
England Premier League,2010,0.23796791443850268,0.4264098382708716,away
England Premier League,2011,0.27586206896551724,0.4475415849796905,away
England Premier League,2012,0.27877237851662406,0.4489697915190238,away
England Premier League,2013,0.29838709677419356,0.4581664861133762,away
England Premier League,2014,0.3157894736842105,0.46544234686265945,away
England Premier League,2015,0.32105263157894737,0.46749650132696285,away
England Premier League,2016,0.2789473684210526,0.44966648118934494,away
France Ligue 1,2008,0.2578947368421053,0.4386315775439719,away
France Ligue 1,2009,0.2917771883289125,0.4551844064112322,away
France Ligue 1,2010,0.2440944881889764,0.43011385456712814,away
France Ligue 1,2011,0.2356020942408377,0.4249310937449719,away
France Ligue 1,2012,0.26052631578947366,0.43950048023736105,away
France Ligue 1,2013,0.2717678100263852,0.4454589083932261,away
France Ligue 1,2014,0.2894736842105263,0.4541160183749327,away
France Ligue 1,2015,0.29396325459317585,0.45617435345653223,away
France Ligue 1,2016,0.29473684210526313,0.45712893323267195,away
Germany 1. Bundesliga,2008,0.26143790849673204,0.4408610270056075,away
Germany 1. Bundesliga,2009,0.30392156862745096,0.46070257863343744,away
Germany 1. Bundesliga,2010,0.3235294117647059,0.46858905144285196,away
Germany 1. Bundesliga,2011,0.30392156862745096,0.46070257863343744,away
Germany 1. Bundesliga,2012,0.3006535947712418,0.45929336059363624,away
Germany 1. Bundesliga,2013,0.3180327868852459,0.4664776312969695,away
Germany 1. Bundesliga,2014,0.2931596091205212,0.4559542001249812,away
Germany 1. Bundesliga,2015,0.30718954248366015,0.46208431210855794,away
Germany 1. Bundesliga,2016,0.3006535947712418,0.460048157093956,away
Italy Serie A,2008,0.21301775147928995,0.4106568558473579,away
Italy Serie A,2009,0.2625994694960212,0.4406313546995931,away
Italy Serie A,2010,0.2335958005249344,0.4236743217728523,away
Italy Serie A,2011,0.28150134048257375,0.4503354760540435,away
Italy Serie A,2012,0.2777777777777778,0.44849685092245223,away
Italy Serie A,2013,0.2594594594594595,0.4389316047365051,away
Italy Serie A,2014,0.3054054054054054,0.46120259082208176,away
Italy Serie A,2015,0.2860824742268041,0.45251192500975357,away
Italy Serie A,2016,0.2843601895734597,0.4521819515026287,away
Netherlands Eredivisie,2008,0.2549019607843137,0.43723731609760313,away
Netherlands Eredivisie,2009,0.3032258064516129,0.4603951243543777,away
Netherlands Eredivisie,2010,0.25316455696202533,0.43551405656989056,away
Netherlands Eredivisie,2011,0.2671232876712329,0.44321685507684117,away
Netherlands Eredivisie,2012,0.2984126984126984,0.4582895586672904,away
Netherlands Eredivisie,2013,0.27450980392156865,0.44699791494943436,away
Netherlands Eredivisie,2014,0.2895622895622896,0.454324725731449,away
Netherlands Eredivisie,2015,0.28104575163398693,0.45024607246346693,away
Netherlands Eredivisie,2016,0.35947712418300654,0.4814230425050644,away
Poland Ekstraklasa,2008,0.25,0.4346134936801766,away
Poland Ekstraklasa,2009,0.275,0.4474474326900541,away
Poland Ekstraklasa,2010,0.24553571428571427,0.4313683292617464,away
Poland Ekstraklasa,2011,0.26953125,0.44458548109446844,away
Poland Ekstraklasa,2012,0.32589285714285715,0.46975721917940993,away
Poland Ekstraklasa,2013,0.2638888888888889,0.44150693975883,away
Poland Ekstraklasa,2014,0.26339285714285715,0.4414601812258311,away
Poland Ekstraklasa,2015,0.28515625,0.4523732354125819,away
Poland Ekstraklasa,2016,0.2777777777777778,0.45104642721034544,away
Portugal Liga ZON Sagres,2008,0.2708333333333333,0.4467229605793416,away
Portugal Liga ZON Sagres,2009,0.28125,0.45048992937754795,away
Portugal Liga ZON Sagres,2010,0.275,0.4474474326900541,away
Portugal Liga ZON Sagres,2011,0.3103448275862069,0.46363504649321596,away
Portugal Liga ZON Sagres,2012,0.3203463203463203,0.4676229077885033,away
Portugal Liga ZON Sagres,2013,0.35019455252918286,0.4779615336263567,away
Portugal Liga ZON Sagres,2014,0.24803149606299213,0.43272286061969417,away
Portugal Liga ZON Sagres,2015,0.27450980392156865,0.4469979149494343,away
Portugal Liga ZON Sagres,2016,0.35555555555555557,0.48001655258031095,away
Scotland Premier League,2008,0.3644067796610169,0.48331572447655036,away
Scotland Premier League,2009,0.2783018867924528,0.4492235992039278,away
Scotland Premier League,2010,0.391304347826087,0.4891067015316773,away
Scotland Premier League,2011,0.31983805668016196,0.4673606636505852,away
Scotland Premier League,2012,0.3508771929824561,0.47829462360195435,away
Scotland Premier League,2013,0.30092592592592593,0.4597259791254565,away
Scotland Premier League,2014,0.3466666666666667,0.47696960070847283,away
Scotland Premier League,2015,0.3416666666666667,0.47525960020516017,away
Scotland Premier League,2016,0.37962962962962965,0.4875571874934232,away
Spain LIGA BBVA,2008,0.29375,0.4569088785200396,away
Spain LIGA BBVA,2009,0.2918918918918919,0.45524845259771823,away
Spain LIGA BBVA,2010,0.24102564102564103,0.42825523269190074,away
Spain LIGA BBVA,2011,0.2578947368421053,0.438052525704003,away
Spain LIGA BBVA,2012,0.28974358974358977,0.45422601295576703,away
Spain LIGA BBVA,2013,0.29736842105263156,0.45770267342316673,away
Spain LIGA BBVA,2014,0.2926829268292683,0.4556118792541492,away
Spain LIGA BBVA,2015,0.28974358974358977,0.45422601295576676,away
Spain LIGA BBVA,2016,0.27014218009478674,0.445089053339715,away
Switzerland Super League,2008,0.27586206896551724,0.4495386568579204,away
Switzerland Super League,2009,0.26229508196721313,0.44108903729500465,away
Switzerland Super League,2010,0.3333333333333333,0.4727194592470653,away
Switzerland Super League,2011,0.31666666666666665,0.46647375634983845,away
Switzerland Super League,2012,0.2716049382716049,0.4461664363436156,away
Switzerland Super League,2013,0.29608938547486036,0.45781149259478765,away
Switzerland Super League,2014,0.32044198895027626,0.46794090700574076,away
Switzerland Super League,2015,0.3,0.4595358357707719,away
Switzerland Super League,2016,0.3111111111111111,0.46554171525138427,away
